Your Input	WormBase Gene ID	UniProt	Reference UniProt ID
WBGene00000531	WBGene00000531	H2L0J1, Q95ZP4	H2L0J1
WBGene00000532	WBGene00000532	G5EGT4	G5EGT4
WBGene00000533	WBGene00000533	G5EC75	G5EC75
WBGene00000534	WBGene00000534	G5ECM9	G5ECM9
WBGene00000535	WBGene00000535	G5EDZ9	G5EDZ9
WBGene00000536	WBGene00000536	P48376	P48376
WBGene00000537	WBGene00000537	Q95YE9	Q95YE9
WBGene00000538	WBGene00000538	N.A.	N.A.
WBGene00000539	WBGene00000539	G3MU35, G5EBM4	G5EBM4
WBGene00000540	WBGene00000540	G5ECU8	G5ECU8
WBGene00000541	WBGene00000541	G5EES1	G5EES1
WBGene00000542	WBGene00000542	P34308	P34308
WBGene00000543	WBGene00000543	Q22143	Q22143
WBGene00000544	WBGene00000544	Q9U2B2	Q9U2B2
WBGene00000545	WBGene00000545	Q8IAA9	Q8IAA9
WBGene00000546	WBGene00000546	Q9N4B2	Q9N4B2
WBGene00000547	WBGene00000547	U4PMH7, Q9N4B1	Q9N4B1
WBGene00000548	WBGene00000548	H2KZM6, A0A1I6CMB8	H2KZM6
WBGene00000549	WBGene00000549	P32744, K8ESK4	P32744
WBGene00000550	WBGene00000550	P34466	P34466
WBGene00000551	WBGene00000551	Q18756	Q18756
WBGene00000552	WBGene00000552	O16305, A0A0K3AVX0	O16305
WBGene00000553	WBGene00000553	Q9TXJ0	Q9TXJ0
WBGene00000554	WBGene00000554	G5EDN6, H9G2Y1	G5EDN6
WBGene00000555	WBGene00000555	O44615	O44615
WBGene00000556	WBGene00000556	O44611, A0A0K3ASA3	O44611
WBGene00000557	WBGene00000557	O44612	O44612
WBGene00000558	WBGene00000558	O44613	O44613
WBGene00000559	WBGene00000559	O44614	O44614
WBGene00000560	WBGene00000560	Q9N3V6	Q9N3V6
WBGene00000561	WBGene00000561	P46581	P46581
WBGene00000562	WBGene00000562	A8WI01	A8WI01
WBGene00000563	WBGene00000563	Q7Z205	Q7Z205
WBGene00000564	WBGene00000564	G5EEW9, A0A8D9I9L4	G5EEW9
WBGene00000565	WBGene00000565	Q9XXH8, A0A1N7SYT2, A0A1N7SYR6	Q9XXH8
WBGene00000566	WBGene00000566	Q9XX14, A0A1X7RC73, A0A1X7RBL1, A0A1X7RBL4	Q9XX14
WBGene00000567	WBGene00000567	P34652, V6CLE5	P34652
WBGene00000568	WBGene00000568	N.A.	N.A.
WBGene00000569	WBGene00000569	N.A.	N.A.
WBGene00000570	WBGene00000570	N.A.	N.A.
WBGene00000571	WBGene00000571	N.A.	N.A.
WBGene00000572	WBGene00000572	N.A.	N.A.
WBGene00000573	WBGene00000573	N.A.	N.A.
WBGene00000574	WBGene00000574	N.A.	N.A.
WBGene00000575	WBGene00000575	N.A.	N.A.
WBGene00000576	WBGene00000576	N.A.	N.A.
WBGene00000577	WBGene00000577	N.A.	N.A.
WBGene00000578	WBGene00000578	N.A.	N.A.
WBGene00000579	WBGene00000579	N.A.	N.A.
WBGene00000580	WBGene00000580	N.A.	N.A.
WBGene00000581	WBGene00000581	N.A.	N.A.
WBGene00000582	WBGene00000582	N.A.	N.A.
WBGene00000583	WBGene00000583	G5EBT7	G5EBT7
WBGene00000584	WBGene00000584	G5EGF2, G5EGE2	G5EGE2
WBGene00000585	WBGene00000585	Q21444	Q21444
WBGene00000591	WBGene00000591	A0A131MBB4, A0A131MBD0, A0A131MCR9, A0A131MBV3	A0A131MBD0
WBGene00000592	WBGene00000592	Q19232	Q19232
WBGene00000593	WBGene00000593	P17656	P17656
WBGene00000594	WBGene00000594	G5EDG6	G5EDG6
WBGene00000595	WBGene00000595	N.A.	N.A.
WBGene00000596	WBGene00000596	P18832	P18832
WBGene00000597	WBGene00000597	P18833	P18833
WBGene00000598	WBGene00000598	Q20744	Q20744
WBGene00000599	WBGene00000599	Q17460	Q17460
WBGene00000600	WBGene00000600	N.A.	N.A.
WBGene00000601	WBGene00000601	P20630	P20630
WBGene00000602	WBGene00000602	P20631	P20631
WBGene00000603	WBGene00000603	P18834, B2MZB1	P18834
WBGene00000604	WBGene00000604	N.A.	N.A.
WBGene00000605	WBGene00000605	N.A.	N.A.
WBGene00000606	WBGene00000606	P91248	P91248
WBGene00000607	WBGene00000607	N.A.	N.A.
WBGene00000608	WBGene00000608	P18835	P18835
WBGene00000609	WBGene00000609	P91249	P91249
WBGene00000610	WBGene00000610	Q20091	Q20091
WBGene00000611	WBGene00000611	P34687	P34687
WBGene00000612	WBGene00000612	Q93208	Q93208
WBGene00000613	WBGene00000613	P34803	P34803
WBGene00000614	WBGene00000614	G5ECU6	G5ECU6
WBGene00000615	WBGene00000615	Q20754	Q20754
WBGene00000616	WBGene00000616	Q09455	Q09455
WBGene00000617	WBGene00000617	P34804	P34804
WBGene00000618	WBGene00000618	Q22369	Q22369
WBGene00000620	WBGene00000620	G5ED38	G5ED38
WBGene00000621	WBGene00000621	Q20739	Q20739
WBGene00000622	WBGene00000622	O01799, V6CM19	O01799
WBGene00000623	WBGene00000623	Q1EPL5	Q1EPL5
WBGene00000624	WBGene00000624	V6CLE3, V6CLD0	V6CLE3
WBGene00000625	WBGene00000625	Q9N3D7	Q9N3D7
WBGene00000626	WBGene00000626	O44989	O44989
WBGene00000627	WBGene00000627	O01662	O01662
WBGene00000628	WBGene00000628	Q7Z152	Q7Z152
WBGene00000629	WBGene00000629	O01873	O01873
WBGene00000630	WBGene00000630	E5QCF2	E5QCF2
WBGene00000631	WBGene00000631	O44774	O44774
WBGene00000632	WBGene00000632	O01860	O01860
WBGene00000633	WBGene00000633	Q9GYS2	Q9GYS2
WBGene00000634	WBGene00000634	P91274	P91274
WBGene00000636	WBGene00000636	Q19725	Q19725
WBGene00000637	WBGene00000637	Q17582	Q17582
WBGene00000638	WBGene00000638	Q93207	Q93207
WBGene00000639	WBGene00000639	Q94399	Q94399
WBGene00000640	WBGene00000640	O02271	O02271
WBGene00000641	WBGene00000641	Q9XUT4	Q9XUT4
WBGene00000642	WBGene00000642	N.A.	N.A.
WBGene00000644	WBGene00000644	O44796	O44796
WBGene00000645	WBGene00000645	Q9TZ57	Q9TZ57
WBGene00000646	WBGene00000646	O61209	O61209
WBGene00000647	WBGene00000647	Q9N4U2	Q9N4U2
WBGene00000648	WBGene00000648	D6VP96, H2L0P1	H2L0P1
WBGene00000649	WBGene00000649	P91250	P91250
WBGene00000650	WBGene00000650	Q23422	Q23422
WBGene00000651	WBGene00000651	Q09578	Q09578
WBGene00000652	WBGene00000652	Q21528	Q21528
WBGene00000653	WBGene00000653	Q21562	Q21562
WBGene00000654	WBGene00000654	Q9U336	Q9U336
WBGene00000655	WBGene00000655	Q09233	Q09233
WBGene00000656	WBGene00000656	Q09456	Q09456
WBGene00000657	WBGene00000657	Q20135	Q20135
WBGene00000658	WBGene00000658	Q9NAQ4	Q9NAQ4
WBGene00000659	WBGene00000659	Q21437	Q21437
WBGene00000660	WBGene00000660	O18097	O18097
WBGene00000661	WBGene00000661	Q9XVY1, B6GUQ3	Q9XVY1
WBGene00000662	WBGene00000662	Q7YTG4	Q7YTG4
WBGene00000663	WBGene00000663	O44904	O44904
WBGene00000664	WBGene00000664	Q19528	Q19528
WBGene00000665	WBGene00000665	P34340	P34340
WBGene00000666	WBGene00000666	P34391	P34391
WBGene00000667	WBGene00000667	Q9XVG3	Q9XVG3
WBGene00000668	WBGene00000668	Q9U348	Q9U348
WBGene00000669	WBGene00000669	Q9U349	Q9U349
WBGene00000670	WBGene00000670	Q86MP1	Q86MP1
WBGene00000671	WBGene00000671	Q86MP2	Q86MP2
WBGene00000672	WBGene00000672	O18286	O18286
WBGene00000673	WBGene00000673	O17805	O17805
WBGene00000674	WBGene00000674	O76368, A0A131MCG3, A0A131MBL6, U4PC95, A0A131MBJ3, A0A131MCS7, A0A131MBJ4, A0A131MBQ9, U4PRZ7, A0A131MAZ6, A0A131MBK4, A0A0F6YQF6, A0A131MD72, A0A131MB32, A0A131MCY1, U4PMN6	O76368
WBGene00000675	WBGene00000675	O45105, U4PFF3	O45105
WBGene00000676	WBGene00000676	Q9GZF7	Q9GZF7
WBGene00000677	WBGene00000677	O45114	O45114
WBGene00000678	WBGene00000678	O44174	O44174
WBGene00000679	WBGene00000679	O44173	O44173
WBGene00000680	WBGene00000680	Q8MXT6	Q8MXT6
WBGene00000681	WBGene00000681	Q86S35	Q86S35
WBGene00000682	WBGene00000682	Q95Y22	Q95Y22
WBGene00000683	WBGene00000683	Q9N527	Q9N527
WBGene00000684	WBGene00000684	Q19592	Q19592
WBGene00000685	WBGene00000685	Q9GYI3, U4PM21	Q9GYI3
WBGene00000687	WBGene00000687	M1ZJS7, Q18450	Q18450
WBGene00000688	WBGene00000688	Q18975	Q18975
WBGene00000689	WBGene00000689	Q9N3X9	Q9N3X9
WBGene00000690	WBGene00000690	O61525	O61525
WBGene00000691	WBGene00000691	G5EDG6	G5EDG6
WBGene00000692	WBGene00000692	A5JYR9, A5JYR8	A5JYR8
WBGene00000693	WBGene00000693	Q18799	Q18799
WBGene00000694	WBGene00000694	Q9XWR2	Q9XWR2
WBGene00000695	WBGene00000695	Q20880	Q20880
WBGene00000696	WBGene00000696	Q22183	Q22183
WBGene00000697	WBGene00000697	Q23222	Q23222
WBGene00000698	WBGene00000698	Q9NAR3	Q9NAR3
WBGene00000699	WBGene00000699	Q18302	Q18302
WBGene00000700	WBGene00000700	G5EFU8	G5EFU8
WBGene00000701	WBGene00000701	G5EFU8	G5EFU8
WBGene00000702	WBGene00000702	Q19368	Q19368
WBGene00000703	WBGene00000703	A0A061ADV7, Q21556	Q21556
WBGene00000704	WBGene00000704	Q19218	Q19218
WBGene00000705	WBGene00000705	Q18537	Q18537
WBGene00000706	WBGene00000706	Q18536	Q18536
WBGene00000707	WBGene00000707	Q9XUE9	Q9XUE9
WBGene00000708	WBGene00000708	Q86D04, G3MU58	Q86D04
WBGene00000709	WBGene00000709	N.A.	N.A.
WBGene00000710	WBGene00000710	Q9NAE0	Q9NAE0
WBGene00000711	WBGene00000711	A3QM98	A3QM98
WBGene00000712	WBGene00000712	Q20282	Q20282
WBGene00000713	WBGene00000713	Q19813	Q19813
WBGene00000714	WBGene00000714	O17035	O17035
WBGene00000715	WBGene00000715	O17036	O17036
WBGene00000716	WBGene00000716	O17038	O17038
WBGene00000717	WBGene00000717	Q17458	Q17458
WBGene00000718	WBGene00000718	Q17459	Q17459
WBGene00000719	WBGene00000719	Q22260	Q22260
WBGene00000720	WBGene00000720	Q22256	Q22256
WBGene00000721	WBGene00000721	Q17939	Q17939
WBGene00000722	WBGene00000722	Q17417	Q17417
WBGene00000723	WBGene00000723	Q17418	Q17418
WBGene00000724	WBGene00000724	Q17402	Q17402
WBGene00000725	WBGene00000725	Q19979	Q19979
WBGene00000726	WBGene00000726	Q19514	Q19514
WBGene00000727	WBGene00000727	Q20805	Q20805
WBGene00000728	WBGene00000728	Q21184	Q21184
WBGene00000729	WBGene00000729	Q20927	Q20927
WBGene00000730	WBGene00000730	Q22393	Q22393
WBGene00000731	WBGene00000731	O17734	O17734
WBGene00000732	WBGene00000732	Q20922	Q20922
WBGene00000733	WBGene00000733	Q20921	Q20921
WBGene00000734	WBGene00000734	O17686	O17686
WBGene00000735	WBGene00000735	Q9U2P5	Q9U2P5
WBGene00000736	WBGene00000736	Q86D09	Q86D09
WBGene00000737	WBGene00000737	Q22651	Q22651
WBGene00000738	WBGene00000738	Q966K5	Q966K5
WBGene00000739	WBGene00000739	Q86FL7	Q86FL7
WBGene00000740	WBGene00000740	Q22379	Q22379
WBGene00000741	WBGene00000741	Q22380	Q22380
WBGene00000742	WBGene00000742	Q86NE4	Q86NE4
WBGene00000743	WBGene00000743	Q86NE3	Q86NE3
WBGene00000744	WBGene00000744	Q86NE2	Q86NE2
WBGene00000745	WBGene00000745	Q20142, Q7YZV5	Q20142
WBGene00000746	WBGene00000746	Q20270	Q20270
WBGene00000747	WBGene00000747	Q9GYP3	Q9GYP3
WBGene00000748	WBGene00000748	Q18480	Q18480
WBGene00000749	WBGene00000749	Q23263	Q23263
WBGene00000750	WBGene00000750	Q21039	Q21039
WBGene00000751	WBGene00000751	O17641	O17641
WBGene00000752	WBGene00000752	O17642	O17642
WBGene00000753	WBGene00000753	Q18620	Q18620
WBGene00000754	WBGene00000754	Q2XN04, Q23150	Q23150
WBGene00000755	WBGene00000755	N.A.	N.A.
WBGene00000756	WBGene00000756	Q19111	Q19111
WBGene00000757	WBGene00000757	Q19470, I2HA94	Q19470
WBGene00000758	WBGene00000758	Q7YXA3	Q7YXA3
WBGene00000759	WBGene00000759	Q19050	Q19050
WBGene00000760	WBGene00000760	Q18327	Q18327
WBGene00000761	WBGene00000761	P91093	P91093
WBGene00000762	WBGene00000762	Q8I7J4	Q8I7J4
WBGene00000763	WBGene00000763	O18235	O18235
WBGene00000764	WBGene00000764	P91428	P91428
WBGene00000765	WBGene00000765	P34666	P34666
WBGene00000766	WBGene00000766	O01884	O01884
WBGene00000767	WBGene00000767	Q18486	Q18486
WBGene00000768	WBGene00000768	Q21624	Q21624
WBGene00000769	WBGene00000769	N.A.	N.A.
WBGene00000770	WBGene00000770	Q03571	Q03571
WBGene00000771	WBGene00000771	Q18317	Q18317
WBGene00000772	WBGene00000772	O01835	O01835
WBGene00000773	WBGene00000773	Q19864	Q19864
WBGene00000774	WBGene00000774	O45577	O45577
WBGene00000775	WBGene00000775	Q20166	Q20166
WBGene00000776	WBGene00000776	O45734	O45734
WBGene00000777	WBGene00000777	G5EFB5	G5EFB5
WBGene00000778	WBGene00000778	O44788, A0A0K3AWU9	O44788
WBGene00000779	WBGene00000779	O01542	O01542
WBGene00000780	WBGene00000780	O44727	O44727
WBGene00000781	WBGene00000781	P25807	P25807
WBGene00000782	WBGene00000782	O45466	O45466
WBGene00000783	WBGene00000783	P43507	P43507
WBGene00000784	WBGene00000784	P43508	P43508
WBGene00000785	WBGene00000785	P43509	P43509
WBGene00000786	WBGene00000786	P43510	P43510
WBGene00000787	WBGene00000787	Q95NM6	Q95NM6
WBGene00000788	WBGene00000788	G5EGP8	G5EGP8
WBGene00000789	WBGene00000789	P92005	P92005
WBGene00000792	WBGene00000792	Q19350	Q19350
WBGene00000793	WBGene00000793	Q9U2I0	Q9U2I0
WBGene00000794	WBGene00000794	Q9N3T2	Q9N3T2
WBGene00000795	WBGene00000795	G5EG18	G5EG18
WBGene00000796	WBGene00000796	G5EBX6	G5EBX6
WBGene00000797	WBGene00000797	Q10905	Q10905
WBGene00000798	WBGene00000798	G5EG59	G5EG59
WBGene00000799	WBGene00000799	P34508	P34508
WBGene00000800	WBGene00000800	A0A061ACL3, A0A8S4QD27	N.A.
WBGene00000801	WBGene00000801	N.A.	N.A.
WBGene00000802	WBGene00000802	P27798	P27798
WBGene00000803	WBGene00000803	Q93781	Q93781
WBGene00000804	WBGene00000804	O45952	O45952
WBGene00000805	WBGene00000805	N.A.	N.A.
WBGene00000806	WBGene00000806	N.A.	N.A.
WBGene00000807	WBGene00000807	N.A.	N.A.
WBGene00000808	WBGene00000808	N.A.	N.A.
WBGene00000809	WBGene00000809	N.A.	N.A.
WBGene00000810	WBGene00000810	N.A.	N.A.
WBGene00000811	WBGene00000811	N.A.	N.A.
WBGene00000812	WBGene00000812	G5ECJ6, V6CL68	G5ECJ6
WBGene00000813	WBGene00000813	Q9GS00	Q9GS00
WBGene00000814	WBGene00000814	O01422	O01422
WBGene00000815	WBGene00000815	Q9N425	Q9N425
WBGene00000816	WBGene00000816	Q9N359	Q9N359
WBGene00000817	WBGene00000817	P91001	P91001
WBGene00000818	WBGene00000818	Q95PZ0, C5VUK2	Q95PZ0
WBGene00000819	WBGene00000819	G5EBM1	G5EBM1
WBGene00000820	WBGene00000820	Q9TZP5	Q9TZP5
WBGene00000821	WBGene00000821	G5ECW5	G5ECW5
WBGene00000822	WBGene00000822	Q20203	Q20203
WBGene00000824	WBGene00000824	N.A.	N.A.
WBGene00000825	WBGene00000825	N.A.	N.A.
WBGene00000826	WBGene00000826	N.A.	N.A.
WBGene00000827	WBGene00000827	N.A.	N.A.
WBGene00000828	WBGene00000828	N.A.	N.A.
WBGene00000829	WBGene00000829	P24890	P24890
WBGene00000830	WBGene00000830	O61235	O61235
WBGene00000831	WBGene00000831	Q27487	Q27487
WBGene00000832	WBGene00000832	Q8T3U1, G8JYB2, H2L011	H2L011
WBGene00000833	WBGene00000833	P34575	P34575
WBGene00000834	WBGene00000834	G5ED40, G5EE14	G5EE14
WBGene00000835	WBGene00000835	G5EE41	G5EE41
WBGene00000836	WBGene00000836	Q17389	Q17389
WBGene00000837	WBGene00000837	Q17390	Q17390
WBGene00000838	WBGene00000838	Q17391, A0A0K3AY70, A0A0K3AV81, A0A0K3ASX8	Q17391
WBGene00000839	WBGene00000839	Q17392	Q17392
WBGene00000840	WBGene00000840	Q23639	Q23639
WBGene00000841	WBGene00000841	Q21346	Q21346
WBGene00000842	WBGene00000842	N.A.	N.A.
WBGene00000843	WBGene00000843	Q93561	Q93561
WBGene00000844	WBGene00000844	N.A.	N.A.
WBGene00000845	WBGene00000845	P34271	P34271
WBGene00000846	WBGene00000846	H2KYK0, D7UU24, Q8WSP3, H2KYJ9, Q8T666	Q8T666
WBGene00000848	WBGene00000848	N.A.	N.A.
WBGene00000849	WBGene00000849	N.A.	N.A.
WBGene00000850	WBGene00000850	N.A.	N.A.
WBGene00000851	WBGene00000851	Q03755	Q03755
WBGene00000853	WBGene00000853	Q21540	Q21540
WBGene00000854	WBGene00000854	Q95YE8	Q95YE8
WBGene00000857	WBGene00000857	P34888	P34888
WBGene00000858	WBGene00000858	P34889	P34889
WBGene00000859	WBGene00000859	P91138	P91138
WBGene00000860	WBGene00000860	P91139	P91139
WBGene00000861	WBGene00000861	P91140	P91140
WBGene00000862	WBGene00000862	O44626	O44626
WBGene00000863	WBGene00000863	P34638	P34638
WBGene00000864	WBGene00000864	Q7Z134	Q7Z134
WBGene00000865	WBGene00000865	Q10653	Q10653
WBGene00000866	WBGene00000866	O45926	O45926
WBGene00000867	WBGene00000867	Q9BLB5	Q9BLB5
WBGene00000868	WBGene00000868	Q10654	Q10654
WBGene00000869	WBGene00000869	Q18853	Q18853
WBGene00000870	WBGene00000870	Q9U2M5	Q9U2M5
WBGene00000871	WBGene00000871	O01501	O01501
WBGene00000872	WBGene00000872	H2KYI3, Q7JP75	Q7JP75
WBGene00000873	WBGene00000873	N.A.	N.A.
WBGene00000874	WBGene00000874	Q8WT44	Q8WT44
WBGene00000875	WBGene00000875	Q9XUS9	Q9XUS9
WBGene00000876	WBGene00000876	G5EBX3	G5EBX3
WBGene00000877	WBGene00000877	P52009	P52009
WBGene00000878	WBGene00000878	P52010	P52010
WBGene00000879	WBGene00000879	P52011	P52011
WBGene00000880	WBGene00000880	P52012	P52012
WBGene00000881	WBGene00000881	P52013	P52013
WBGene00000882	WBGene00000882	P52014	P52014
WBGene00000883	WBGene00000883	P52015	P52015
WBGene00000884	WBGene00000884	P52016	P52016
WBGene00000885	WBGene00000885	Q09637	Q09637
WBGene00000886	WBGene00000886	P52017	P52017
WBGene00000887	WBGene00000887	P52018	P52018
WBGene00000888	WBGene00000888	V6CLB6, Q18445	Q18445
WBGene00000889	WBGene00000889	D3NQB1, Q9U2S6	Q9U2S6
WBGene00000890	WBGene00000890	G5EEW6	G5EEW6
WBGene00000891	WBGene00000891	Q9U1Q3	Q9U1Q3
WBGene00000892	WBGene00000892	Q9XXI7	Q9XXI7
WBGene00000893	WBGene00000893	H2L037, A9D417	A9D417
WBGene00000894	WBGene00000894	A0A486WXX8, Q9U3A6, A0A486WV45, Q8I4H0, Q8I4G9, A5JYR4, A0A486WV70, A0A486WUH7	A0A486WXX8
WBGene00000895	WBGene00000895	H2KY91	H2KY91
WBGene00000896	WBGene00000896	P52872	P52872
WBGene00000897	WBGene00000897	P20792	P20792
WBGene00000898	WBGene00000898	Q968Y9, A0A0K3ARZ1, A0A0K3AUA1, A0A0K3AXA0, A0A0K3ARE8	Q968Y9
WBGene00000899	WBGene00000899	Q95QI7	Q95QI7
WBGene00000900	WBGene00000900	P50488, A0A131MBJ8, G8JY02, Q8ITX8, A0A131MB12	P50488
WBGene00000901	WBGene00000901	G5EDM7	G5EDM7
WBGene00000902	WBGene00000902	Q19945	Q19945
WBGene00000903	WBGene00000903	P92172	P92172
WBGene00000904	WBGene00000904	Q21733	Q21733
WBGene00000905	WBGene00000905	H2KYS3, A0A5E4M3J0	H2KYS3
WBGene00000906	WBGene00000906	G5EFW7	G5EFW7
WBGene00000907	WBGene00000907	Q8I4N4, A0A0K3AUK6	Q8I4N4
WBGene00000908	WBGene00000908	G5EFF5, A0A6V7QZ48, A0A6V7QZA2, A0A6V7QYS9	G5EFF5
WBGene00000909	WBGene00000909	N.A.	N.A.
WBGene00000910	WBGene00000910	F5GUE5	F5GUE5
WBGene00000911	WBGene00000911	S6F588, G5EEV7, G5EF88, Q68TI8, S6FD39	Q68TI8
WBGene00000912	WBGene00000912	O16850, A0A0K3AR63, A0A0K3AWG6, A0A0K3ATP5, A0A0K3AR95	O16850
WBGene00000913	WBGene00000913	G5EE01	G5EE01
WBGene00000914	WBGene00000914	Q09555	Q09555
WBGene00000915	WBGene00000915	Q18688	Q18688
WBGene00000917	WBGene00000917	Q9N3Q8	Q9N3Q8
WBGene00000918	WBGene00000918	N.A.	N.A.
WBGene00000919	WBGene00000919	N.A.	N.A.
WBGene00000920	WBGene00000920	Q9NEK7	Q9NEK7
WBGene00000921	WBGene00000921	N.A.	N.A.
WBGene00000922	WBGene00000922	N.A.	N.A.
WBGene00000923	WBGene00000923	O61219	O61219
WBGene00000924	WBGene00000924	N.A.	N.A.
WBGene00000925	WBGene00000925	N.A.	N.A.
WBGene00000926	WBGene00000926	N.A.	N.A.
WBGene00000927	WBGene00000927	N.A.	N.A.
WBGene00000928	WBGene00000928	Q86LS4	Q86LS4
WBGene00000929	WBGene00000929	Q21285	Q21285
WBGene00000930	WBGene00000930	Q23262	Q23262
WBGene00000931	WBGene00000931	Q9XVS4	Q9XVS4
WBGene00000932	WBGene00000932	Q8MPY0	Q8MPY0
WBGene00000933	WBGene00000933	G5EFC8	G5EFC8
WBGene00000934	WBGene00000934	Q03614	Q03614
WBGene00000935	WBGene00000935	Q20870	Q20870
WBGene00000936	WBGene00000936	G5EEL5	G5EEL5
WBGene00000937	WBGene00000937	Q966M6	Q966M6
WBGene00000938	WBGene00000938	G5ED89	G5ED89
WBGene00000939	WBGene00000939	P34529	P34529
WBGene00000940	WBGene00000940	G5EFS4, D8FRQ0	G5EFS4
WBGene00000941	WBGene00000941	Q9N408	Q9N408
WBGene00000942	WBGene00000942	P19826	P19826
WBGene00000943	WBGene00000943	N.A.	N.A.
WBGene00000944	WBGene00000944	N.A.	N.A.
WBGene00000946	WBGene00000946	N.A.	N.A.
WBGene00000947	WBGene00000947	N.A.	N.A.
WBGene00000948	WBGene00000948	N.A.	N.A.
WBGene00000949	WBGene00000949	N.A.	N.A.
WBGene00000950	WBGene00000950	P24585, A0A4V0ILZ4, A0A4V6M3V2, A0A4V0IN98, A0A4V0IKC5, A0A4V0ILJ5, A0A4V0IJ47	P24585
WBGene00000951	WBGene00000951	P54244	P54244
WBGene00000952	WBGene00000952	Q19038, A0A3B1E9Z7, A0A3B1DQL6	Q19038
WBGene00000953	WBGene00000953	G5ECD8, D3YT21	G5ECD8
WBGene00000954	WBGene00000954	N.A.	N.A.
WBGene00000955	WBGene00000955	O76554, H9G2Y4	O76554
WBGene00000956	WBGene00000956	N.A.	N.A.
WBGene00000957	WBGene00000957	N.A.	N.A.
WBGene00000958	WBGene00000958	Q58AU4, Q7JNZ1, Q58AU5, Q58AU6, Q17860	Q17860
WBGene00000959	WBGene00000959	Q7Z299, Q7Z2A0, H2KYI9	H2KYI9
WBGene00000960	WBGene00000960	Q03603	Q03603
WBGene00000961	WBGene00000961	Q22629	Q22629
WBGene00000962	WBGene00000962	Q19020, A0A163VTS9	Q19020
WBGene00000963	WBGene00000963	Q21773	Q21773
WBGene00000964	WBGene00000964	Q18677	Q18677
WBGene00000965	WBGene00000965	P91013	P91013
WBGene00000966	WBGene00000966	H2KYZ9, O01758, Q86NJ7	O01758
WBGene00000967	WBGene00000967	A5JYX5	A5JYX5
WBGene00000968	WBGene00000968	O18030	O18030
WBGene00000969	WBGene00000969	Q10130	Q10130
WBGene00000970	WBGene00000970	Q09979	Q09979
WBGene00000971	WBGene00000971	Q19062	Q19062
WBGene00000972	WBGene00000972	O45680, U4PLQ0, U4PB98	O45680
WBGene00000973	WBGene00000973	Q9N538	Q9N538
WBGene00000974	WBGene00000974	A0A163UT65, A0A168H2Z9	A0A163UT65
WBGene00000975	WBGene00000975	G5EG13	G5EG13
WBGene00000976	WBGene00000976	O16619	O16619
WBGene00000977	WBGene00000977	Q9N5G3	Q9N5G3
WBGene00000978	WBGene00000978	Q9N5G1	Q9N5G1
WBGene00000979	WBGene00000979	O16881	O16881
WBGene00000980	WBGene00000980	Q1XFZ3	Q1XFZ3
WBGene00000981	WBGene00000981	Q18639	Q18639
WBGene00000982	WBGene00000982	Q22392	Q22392
WBGene00000983	WBGene00000983	Q20012	Q20012
WBGene00000984	WBGene00000984	Q21929	Q21929
WBGene00000985	WBGene00000985	Q9XVS9	Q9XVS9
WBGene00000986	WBGene00000986	O45709	O45709
WBGene00000987	WBGene00000987	Q9U1Y6	Q9U1Y6
WBGene00000988	WBGene00000988	Q19246	Q19246
WBGene00000989	WBGene00000989	Q23612	Q23612
WBGene00000990	WBGene00000990	Q11177	Q11177
WBGene00000991	WBGene00000991	Q21481	Q21481
WBGene00000992	WBGene00000992	Q19843	Q19843
WBGene00000993	WBGene00000993	Q65ZI3	Q65ZI3
WBGene00000994	WBGene00000994	H2KZC8, B7WN63	B7WN63
WBGene00000995	WBGene00000995	A0A131MCL4, A0A131MCR4	A0A131MCL4
WBGene00000996	WBGene00000996	Q27257	Q27257
WBGene00000997	WBGene00000997	N.A.	N.A.
WBGene00000998	WBGene00000998	A0A679L8M9	N.A.
WBGene00000999	WBGene00000999	N.A.	N.A.
WBGene00001000	WBGene00001000	Q18066	Q18066
WBGene00001001	WBGene00001001	Q17632	Q17632
WBGene00001002	WBGene00001002	Q21625	Q21625
WBGene00001003	WBGene00001003	N.A.	N.A.
WBGene00001005	WBGene00001005	Q22799	Q22799
WBGene00001006	WBGene00001006	G5ECY0	G5ECY0
WBGene00001007	WBGene00001007	G5ECK7, G5ED34	G5ED34
WBGene00001008	WBGene00001008	O01700, D6VPA3	O01700
WBGene00001009	WBGene00001009	N.A.	N.A.
WBGene00001010	WBGene00001010	N.A.	N.A.
WBGene00001011	WBGene00001011	N.A.	N.A.
WBGene00001012	WBGene00001012	N.A.	N.A.
WBGene00001013	WBGene00001013	N.A.	N.A.
WBGene00001014	WBGene00001014	N.A.	N.A.
WBGene00001015	WBGene00001015	N.A.	N.A.
WBGene00001016	WBGene00001016	Q9U3F2	Q9U3F2
WBGene00001017	WBGene00001017	E2JKY8, L8E938, Q23542, E2JKZ0, L8EC32	E2JKZ0
WBGene00001018	WBGene00001018	Q09248	Q09248
WBGene00001019	WBGene00001019	Q17438	Q17438
WBGene00001020	WBGene00001020	Q17433	Q17433
WBGene00001021	WBGene00001021	Q93171	Q93171
WBGene00001022	WBGene00001022	P91014	P91014
WBGene00001023	WBGene00001023	Q09446, Q8MQF1	Q09446
WBGene00001025	WBGene00001025	P91189	P91189
WBGene00001026	WBGene00001026	B2MZA7, Q95QQ1	Q95QQ1
WBGene00001027	WBGene00001027	P91243	P91243
WBGene00001028	WBGene00001028	Q8TA83	Q8TA83
WBGene00001029	WBGene00001029	Q94216	Q94216
